station,valid,tmpf,relh,wd,ws,visibility
OBBI,1/17/17 18:00,64.4,59.5,300,13,6.21
OBBI,1/17/17 19:00,62.6,67.75,290,10,6.21
OBBI,1/17/17 20:00,62.6,67.75,290,9,6.21
OBBI,1/17/17 21:00,60.8,72.2,280,7,6.21
OBBI,1/17/17 22:00,60.8,72.2,280,8,5.59
OBBI,1/17/17 23:00,60.8,72.2,280,8,5.59
OBBI,1/18/17 0:00,60.8,72.2,290,11,6.21
OBBI,1/18/17 1:00,60.8,72.2,300,13,6.21
OBBI,1/18/17 2:00,60.8,72.2,300,13,6.21
OBBI,1/18/17 3:00,60.8,72.2,310,12,4.97
OBBI,1/18/17 4:00,60.8,77.14,300,8,4.97
OBBI,1/18/17 5:00,62.6,77.29,300,10,5.59
OBBI,1/18/17 6:00,62.6,72.38,290,9,5.59
OBBI,1/18/17 7:00,64.4,67.95,300,12,5.59
OBBI,1/18/17 8:00,64.4,72.56,310,11,4.97
OBBI,1/18/17 9:00,66.2,68.15,300,10,6.21
OBBI,1/18/17 10:00,66.2,68.15,300,13,6.21
OBBI,1/18/17 11:00,66.2,68.15,320,11,6.21
OBBI,1/18/17 12:00,66.2,63.82,310,11,6.21
OBBI,1/18/17 13:00,66.2,63.82,320,9,6.21
OBBI,1/18/17 14:00,66.2,63.82,320,7,6.21
OBBI,1/18/17 15:00,66.2,63.82,330,4,6.21
OBBI,1/18/17 16:00,64.4,67.95,280,3,6.21
OBBI,1/18/17 17:00,64.4,72.56,M,2,6.21
OBBI,1/18/17 18:00,64.4,72.56,250,3,6.21
OBBI,1/18/17 19:00,64.4,72.56,260,4,6.21
OBBI,1/18/17 20:00,64.4,72.56,230,3,6.21
OBBI,1/18/17 21:00,62.6,77.29,M,2,6.21
OBBI,1/18/17 22:00,62.6,77.29,M,2,6.21
OBBI,1/18/17 23:00,62.6,77.29,250,3,4.97
OBBI,1/19/17 0:00,60.8,82.37,270,1,4.35
OBBI,1/19/17 1:00,60.8,82.37,270,1,4.35
OBBI,1/19/17 2:00,60.8,82.37,M,1,4.35
OBBI,1/19/17 3:00,59,87.83,0,0,3.73
OBBI,1/19/17 4:00,60.8,87.92,140,2,4.35
OBBI,1/19/17 5:00,64.4,77.45,120,4,6.21
OBBI,1/19/17 6:00,66.2,72.74,120,6,6.21
OBBI,1/19/17 7:00,66.2,72.74,110,8,6.21
OBBI,1/19/17 8:00,66.2,72.74,120,10,6.21
OBBI,1/19/17 9:00,68,68.35,110,9,6.21
OBBI,1/19/17 10:00,68,64.04,130,10,6.21
OBBI,1/19/17 11:00,68,64.04,100,9,6.21
OBBI,1/19/17 12:00,68,59.97,110,9,6.21
OBBI,1/19/17 13:00,68,68.35,110,9,6.21
OBBI,1/19/17 14:00,68,77.75,120,8,6.21
OBBI,1/19/17 15:00,68,64.04,130,8,6.21
OBBI,1/19/17 16:00,68,72.92,130,8,6.21
OBBI,1/19/17 17:00,68,72.92,120,10,6.21
OBBI,1/19/17 18:00,66.2,82.74,120,10,6.21
OBBI,1/19/17 19:00,66.2,82.74,100,10,6.21
OBBI,1/19/17 20:00,66.2,82.74,110,12,6.21
OBBI,1/19/17 21:00,66.2,82.74,120,13,6.21
OBBI,1/19/17 22:00,66.2,82.74,120,10,6.21
OBBI,1/19/17 23:00,66.2,82.74,110,9,6.21
OBBI,1/20/17 0:00,66.2,88.18,110,11,6.21
OBBI,1/20/17 1:00,66.2,82.74,110,10,6.21
OBBI,1/20/17 2:00,66.2,82.74,120,10,6.21
OBBI,1/20/17 3:00,66.2,88.18,120,9,6.21
OBBI,1/20/17 4:00,66.2,88.18,120,10,6.21
OBBI,1/20/17 5:00,68,82.86,130,10,6.21
OBBI,1/20/17 6:00,69.8,77.9,140,12,6.21
OBBI,1/20/17 7:00,71.6,73.27,140,9,6.21
OBBI,1/20/17 8:00,71.6,73.27,160,8,6.21
OBBI,1/20/17 9:00,71.6,60.44,170,8,6.21
OBBI,1/20/17 10:00,75.2,43.97,170,10,6.21
OBBI,1/20/17 11:00,75.2,43.97,170,6,6.21
OBBI,1/20/17 12:00,73.4,46.71,180,7,6.21
OBBI,1/20/17 13:00,71.6,46.43,220,5,6.21
OBBI,1/20/17 14:00,71.6,49.64,250,4,6.21
OBBI,1/20/17 15:00,69.8,56.38,190,3,5.59
OBBI,1/20/17 16:00,69.8,56.38,170,3,6.21
OBBI,1/20/17 17:00,69.8,56.38,270,7,6.21
OBBI,1/20/17 18:00,68,64.04,280,8,6.21
OBBI,1/20/17 19:00,66.2,77.6,290,7,5.59
OBBI,1/20/17 20:00,66.2,82.74,280,10,4.97
OBBI,1/20/17 21:00,64.4,88.09,280,8,4.97
OBBI,1/20/17 22:00,64.4,93.88,290,9,3.11
OBBI,1/20/17 23:00,64.4,93.88,280,9,2.49
OBBI,1/21/17 0:00,66.2,88.18,290,9,2.49
OBBI,1/21/17 1:00,64.4,93.88,290,8,3.73
OBBI,1/21/17 2:00,64.4,88.09,270,8,3.73
OBBI,1/21/17 3:00,64.4,88.09,270,10,3.73
OBBI,1/21/17 4:00,64.4,82.62,280,9,2.49
OBBI,1/21/17 5:00,64.4,88.09,280,9,2.49
OBBI,1/21/17 6:00,66.2,82.74,280,8,2.49
OBBI,1/21/17 7:00,66.2,77.6,290,9,2.49
OBBI,1/21/17 8:00,66.2,82.74,300,13,2.49
OBBI,1/21/17 9:00,68,77.75,300,12,2.49
OBBI,1/21/17 10:00,66.2,88.18,280,7,2.49
OBBI,1/21/17 11:00,66.2,88.18,300,11,2.49
OBBI,1/21/17 12:00,66.2,88.18,310,7,2.49
OBBI,1/21/17 13:00,68,82.86,310,8,3.11
OBBI,1/21/17 14:00,68,77.75,310,8,3.11
OBBI,1/21/17 15:00,66.2,88.18,300,5,3.11
OBBI,1/21/17 16:00,66.2,88.18,310,5,3.11
OBBI,1/21/17 17:00,66.2,82.74,270,3,3.11
OBBI,1/21/17 18:00,66.2,88.18,20,5,3.11
OBBI,1/21/17 19:00,66.2,88.18,280,5,3.11
OBBI,1/21/17 20:00,66.2,88.18,290,2,2.49
OBBI,1/21/17 21:00,66.2,88.18,260,3,2.49
OBBI,1/21/17 22:00,66.2,88.18,280,4,2.49
OBBI,1/21/17 23:00,66.2,88.18,320,4,2.17
OBBI,1/22/17 0:00,64.4,93.88,80,3,2.17
OBBI,1/22/17 1:00,66.2,88.18,340,4,2.17
OBBI,1/22/17 2:00,66.2,88.18,110,3,2.17
OBBI,1/22/17 3:00,66.2,88.18,90,5,2.17
OBBI,1/22/17 4:00,66.2,88.18,M,2,2.17
OBBI,1/22/17 5:00,66.2,88.18,90,4,3.11
OBBI,1/22/17 6:00,68,88.26,120,4,3.73
OBBI,1/22/17 7:00,68,88.26,120,7,4.35
OBBI,1/22/17 8:00,68,88.26,140,8,4.35
OBBI,1/22/17 9:00,68,82.86,130,9,4.35
OBBI,1/22/17 10:00,69.8,77.9,130,10,4.97
OBBI,1/22/17 11:30,71.6,73.27,120,10,5.59
OBBI,1/22/17 12:00,71.6,73.27,120,8,5.59
OBBI,1/22/17 13:00,71.6,73.27,80,4,5.59
OBBI,1/22/17 14:00,69.8,77.9,50,5,5.59
OBBI,1/22/17 15:00,68,88.26,20,5,3.73
OBBI,1/22/17 16:00,68,88.26,360,8,3.73
OBBI,1/22/17 17:00,68,93.97,40,7,3.73
OBBI,1/22/17 18:00,68,93.97,40,4,3.73
OBBI,1/22/17 19:00,68,88.26,340,8,3.11
OBBI,1/22/17 20:00,68,88.26,330,9,3.73
OBBI,1/22/17 21:00,68,88.26,330,9,4.35
OBBI,1/22/17 22:00,68,82.86,340,13,4.35
OBBI,1/22/17 23:00,66.2,88.18,340,13,4.35
OBBI,1/23/17 0:00,66.2,82.74,340,13,4.35
OBBI,1/23/17 1:00,66.2,77.6,330,13,4.35
OBBI,1/23/17 2:00,66.2,72.74,340,12,4.35
OBBI,1/23/17 3:00,66.2,63.82,340,15,5.59
OBBI,1/23/17 4:00,66.2,55.88,340,14,6.21
OBBI,1/23/17 5:00,68,56.13,340,15,6.21
OBBI,1/23/17 6:00,68,52.51,340,18,6.21
OBBI,1/23/17 7:00,68,52.51,340,16,6.21
OBBI,1/23/17 8:00,69.8,49.37,330,16,6.21
OBBI,1/23/17 9:00,69.8,49.37,330,16,6.21
OBBI,1/23/17 9:30,69.8,49.37,330,17,6.21
OBBI,1/23/17 10:00,68,56.13,330,18,6.21
OBBI,1/23/17 11:00,68,56.13,320,18,6.21
OBBI,1/23/17 12:00,68,56.13,330,18,6.21
OBBI,1/23/17 13:00,66.2,59.74,330,17,6.21
OBBI,1/23/17 14:00,64.4,59.5,330,16,6.21
OBBI,1/23/17 15:00,64.4,63.6,340,12,6.21
OBBI,1/23/17 16:00,62.6,63.38,320,14,6.21
OBBI,1/23/17 17:00,62.6,55.37,310,16,6.21
OBBI,1/23/17 18:00,62.6,51.72,310,18,6.21
OBBI,1/23/17 19:00,60.8,59.01,310,17,6.21
OBBI,1/23/17 20:00,62.6,48.28,310,18,6.21
OBBI,1/23/17 21:00,60.8,51.45,320,16,6.21
OBBI,1/23/17 22:00,60.8,55.12,310,18,6.21
OBBI,1/23/17 23:00,60.8,63.15,290,14,6.21
OBBI,1/24/17 0:00,59,67.33,290,12,6.21
OBBI,1/24/17 1:00,59,67.33,290,15,6.21
OBBI,1/24/17 2:00,57.2,67.12,280,13,6.21
OBBI,1/24/17 3:00,57.2,67.12,290,15,6.21
OBBI,1/24/17 4:00,57.2,67.12,290,13,6.21
OBBI,1/24/17 5:00,57.2,62.69,280,13,6.21
OBBI,1/24/17 6:00,59,58.77,280,14,6.21
OBBI,1/24/17 7:00,59,58.77,290,15,6.21
OBBI,1/24/17 8:00,60.8,63.15,290,17,6.21
OBBI,1/24/17 9:00,62.6,59.26,300,21,6.21
OBBI,1/24/17 10:00,62.6,45.04,300,21,6.21
OBBI,1/24/17 11:00,64.4,45.32,310,20,6.21
OBBI,1/24/17 12:00,62.6,55.37,310,19,6.21
OBBI,1/24/17 13:00,64.4,51.98,310,19,6.21
OBBI,1/24/17 14:00,62.6,51.72,300,19,6.21
OBBI,1/24/17 15:00,60.8,51.45,300,18,6.21
OBBI,1/24/17 16:00,60.8,48,310,17,6.21
OBBI,1/24/17 17:00,60.8,48,300,18,6.21
OBBI,1/24/17 18:00,60.8,48,320,16,6.21
OBBI,1/24/17 19:00,60.8,44.76,310,16,6.21
OBBI,1/24/17 20:00,60.8,51.45,290,15,6.21
OBBI,1/24/17 21:00,60.8,55.12,290,13,6.21
OBBI,1/24/17 22:00,59,58.77,290,12,6.21
OBBI,1/24/17 23:00,59,58.77,280,11,6.21
OBBI,1/25/17 0:00,57.2,58.52,290,11,6.21
OBBI,1/25/17 1:00,57.2,58.52,290,11,6.21
OBBI,1/25/17 2:00,57.2,62.69,280,9,6.21
OBBI,1/25/17 3:00,57.2,62.69,280,9,6.21
OBBI,1/25/17 3:30,57.2,58.52,290,10,6.21
OBBI,1/25/17 4:00,57.2,62.69,290,10,6.21
OBBI,1/25/17 5:00,57.2,62.69,290,13,6.21
OBBI,1/25/17 6:00,60.8,63.15,290,13,6.21
OBBI,1/25/17 7:00,60.8,67.54,300,18,6.21
OBBI,1/25/17 8:00,62.6,63.38,310,17,6.21
OBBI,1/25/17 9:00,64.4,63.6,300,18,6.21
OBBI,1/25/17 10:00,66.2,63.82,310,18,6.21
OBBI,1/25/17 11:00,66.2,68.15,310,15,6.21
OBBI,1/25/17 12:00,66.2,68.15,310,16,6.21
OBBI,1/25/17 13:00,64.4,72.56,300,14,6.21
OBBI,1/25/17 14:00,64.4,72.56,310,13,6.21
OBBI,1/25/17 15:00,64.4,67.95,310,10,6.21
OBBI,1/25/17 16:00,62.6,72.38,320,9,6.21
OBBI,1/25/17 17:00,62.6,72.38,310,7,6.21
OBBI,1/25/17 18:00,62.6,72.38,320,6,6.21
OBBI,1/25/17 19:00,60.8,77.14,310,5,6.21
OBBI,1/25/17 20:00,60.8,72.2,300,7,6.21
OBBI,1/25/17 21:00,60.8,72.2,260,3,6.21
OBBI,1/25/17 22:00,60.8,72.2,260,3,6.21
OBBI,1/25/17 23:00,60.8,77.14,260,4,5.59
OBBI,1/26/17 0:00,59,82.25,250,3,5.59
OBBI,1/26/17 1:00,59,82.25,250,2,5.59
OBBI,1/26/17 2:00,59,82.25,M,1,5.59
OBBI,1/26/17 3:00,55.4,87.65,M,2,4.35
OBBI,1/26/17 4:00,59,82.25,230,4,4.35
OBBI,1/26/17 5:00,60.8,72.2,240,4,3.73
OBBI,1/26/17 6:00,62.6,67.75,240,3,4.35
OBBI,1/26/17 7:00,66.2,45.6,210,5,6.21
OBBI,1/26/17 8:00,68,45.88,170,6,6.21
OBBI,1/26/17 9:00,68,40,170,6,6.21
OBBI,1/26/17 10:00,69.8,40.29,170,6,6.21
OBBI,1/26/17 11:00,69.8,40.29,180,6,6.21
OBBI,1/26/17 12:00,69.8,37.61,170,6,6.21
OBBI,1/26/17 13:00,68,37.32,190,5,6.21
OBBI,1/26/17 14:00,68,40,150,3,6.21
OBBI,1/26/17 15:00,68,40,150,3,6.21
OBBI,1/26/17 16:00,64.4,63.6,100,8,6.21
OBBI,1/26/17 17:00,64.4,67.95,100,9,6.21
OBBI,1/26/17 18:00,64.4,77.45,110,9,6.21
OBBI,1/26/17 19:00,64.4,77.45,110,11,6.21
OBBI,1/26/17 20:00,64.4,77.45,130,7,6.21
OBBI,1/26/17 21:00,64.4,77.45,130,9,6.21
OBBI,1/26/17 22:00,64.4,77.45,130,8,6.21
OBBI,1/26/17 23:00,64.4,77.45,150,6,6.21
OBBI,1/27/17 0:00,64.4,77.45,150,7,6.21
OBBI,1/27/17 1:00,64.4,77.45,150,6,5.59
OBBI,1/27/17 2:00,64.4,77.45,150,6,5.59
OBBI,1/27/17 3:00,64.4,82.62,150,8,4.97
OBBI,1/27/17 4:00,64.4,77.45,150,8,5.59
OBBI,1/27/17 5:00,64.4,82.62,160,8,6.21
OBBI,1/27/17 6:00,66.2,77.6,170,7,6.21
OBBI,1/27/17 7:00,68,68.35,150,10,6.21
OBBI,1/27/17 8:00,68,64.04,190,8,6.21
OBBI,1/27/17 9:00,69.8,52.77,160,11,6.21
OBBI,1/27/17 10:00,69.8,52.77,160,12,6.21
OBBI,1/27/17 11:00,73.4,43.69,160,11,6.21
OBBI,1/27/17 12:00,73.4,40.85,150,14,6.21
OBBI,1/27/17 13:00,73.4,38.18,160,10,6.21
OBBI,1/27/17 14:00,73.4,38.18,150,9,6.21
OBBI,1/27/17 15:00,73.4,35.66,150,10,6.21
OBBI,1/27/17 16:00,73.4,38.18,130,9,6.21
OBBI,1/27/17 17:00,68,64.04,130,12,6.21
OBBI,1/27/17 18:00,66.2,68.15,130,12,6.21
OBBI,1/27/17 19:00,66.2,72.74,130,12,6.21
OBBI,1/27/17 20:00,66.2,72.74,130,13,6.21
OBBI,1/27/17 21:00,66.2,72.74,130,14,6.21
OBBI,1/27/17 22:00,66.2,72.74,140,11,6.21
OBBI,1/27/17 23:00,66.2,72.74,140,10,6.21
OBBI,1/28/17 0:00,66.2,77.6,170,6,6.21
OBBI,1/28/17 1:00,64.4,82.62,170,6,6.21
OBBI,1/28/17 2:00,64.4,82.62,170,6,4.97
OBBI,1/28/17 3:00,64.4,82.62,140,8,4.97
OBBI,1/28/17 4:00,64.4,82.62,140,8,4.97
OBBI,1/28/17 5:00,66.2,77.6,140,12,6.21
OBBI,1/28/17 6:00,68,72.92,140,12,6.21
OBBI,1/28/17 7:00,69.8,64.26,140,12,6.21
OBBI,1/28/17 8:00,71.6,53.03,140,10,6.21
OBBI,1/28/17 9:00,73.4,40.85,140,9,6.21
OBBI,1/28/17 10:00,75.2,27.26,150,9,6.21
OBBI,1/28/17 11:00,73.4,28.96,170,7,6.21
OBBI,1/28/17 12:00,75.2,27.26,160,6,6.21
OBBI,1/28/17 13:00,75.2,27.26,160,5,6.21
OBBI,1/28/17 14:00,73.4,38.18,120,5,6.21
OBBI,1/28/17 15:00,71.6,46.43,10,3,6.21
OBBI,1/28/17 16:00,69.8,60.21,60,4,6.21
OBBI,1/28/17 17:00,69.8,60.21,120,4,6.21
OBBI,1/28/17 18:00,69.8,64.26,140,8,6.21
OBBI,1/28/17 19:00,69.8,68.55,200,3,6.21
OBBI,1/28/17 20:00,69.8,68.55,300,5,6.21
OBBI,1/28/17 21:00,66.2,82.74,320,9,4.97
OBBI,1/28/17 22:00,66.2,77.6,350,9,4.35
OBBI,1/28/17 23:00,66.2,82.74,350,10,3.11
OBBI,1/29/17 0:00,66.2,88.18,340,10,2.49
OBBI,1/29/17 1:00,66.2,82.74,350,13,2.49
OBBI,1/29/17 2:00,66.2,88.18,350,16,3.11
OBBI,1/29/17 3:00,66.2,82.74,360,14,3.11
OBBI,1/29/17 4:00,66.2,77.6,360,15,3.11
OBBI,1/29/17 5:00,66.2,77.6,360,16,4.35
OBBI,1/29/17 6:00,68,68.35,350,15,4.35
OBBI,1/29/17 7:00,68,68.35,360,17,4.35
OBBI,1/29/17 8:00,68,68.35,350,17,4.35
OBBI,1/29/17 9:00,68,64.04,360,19,4.35
OBBI,1/29/17 10:00,68,59.97,350,19,5.59
OBBI,1/29/17 11:00,68,59.97,350,17,6.21
OBBI,1/29/17 12:00,68,59.97,340,15,6.21
OBBI,1/29/17 13:00,68,56.13,340,14,6.21
OBBI,1/29/17 14:00,66.2,55.88,350,16,6.21
OBBI,1/29/17 15:00,66.2,52.25,340,16,6.21
OBBI,1/29/17 16:00,66.2,52.25,340,16,6.21
OBBI,1/29/17 17:00,66.2,48.83,340,17,6.21
OBBI,1/29/17 18:00,64.4,55.63,330,15,6.21
OBBI,1/29/17 19:00,64.4,51.98,340,15,6.21
OBBI,1/29/17 20:00,64.4,48.55,340,17,6.21
OBBI,1/29/17 21:00,64.4,48.55,340,17,6.21
OBBI,1/29/17 22:00,64.4,48.55,340,17,6.21
OBBI,1/29/17 23:00,64.4,45.32,340,16,6.21
OBBI,1/30/17 0:00,62.6,45.04,330,18,6.21
OBBI,1/30/17 1:00,62.6,45.04,340,19,6.21
OBBI,1/30/17 2:00,60.8,48,340,15,6.21
OBBI,1/30/17 3:00,60.8,51.45,340,15,6.21
OBBI,1/30/17 4:00,60.8,55.12,330,17,6.21
OBBI,1/30/17 5:00,62.6,48.28,340,18,6.21
OBBI,1/30/17 6:00,62.6,51.72,340,17,6.21
OBBI,1/30/17 7:00,62.6,48.28,330,19,6.21
OBBI,1/30/17 8:00,64.4,45.32,320,19,6.21
OBBI,1/30/17 9:00,62.6,48.28,310,20,6.21
OBBI,1/30/17 10:00,62.6,45.04,320,20,6.21
OBBI,1/30/17 11:00,62.6,45.04,310,17,6.21
OBBI,1/30/17 12:00,62.6,51.72,320,14,6.21
OBBI,1/30/17 13:00,62.6,51.72,310,14,6.21
OBBI,1/30/17 14:00,60.8,59.01,320,13,6.21
OBBI,1/30/17 15:00,60.8,59.01,320,13,6.21
OBBI,1/30/17 16:00,59,67.33,320,12,6.21
OBBI,1/30/17 17:00,59,62.92,320,11,6.21
OBBI,1/30/17 18:00,59,62.92,320,12,6.21
OBBI,1/30/17 19:00,59,67.33,320,9,6.21
OBBI,1/30/17 20:00,59,67.33,310,9,6.21
OBBI,1/30/17 21:00,59,67.33,320,9,6.21
OBBI,1/30/17 22:00,57.2,76.82,280,5,6.21
OBBI,1/30/17 23:00,57.2,76.82,280,5,6.21
OBBI,1/31/17 0:00,57.2,76.82,270,5,6.21
OBBI,1/31/17 1:00,57.2,76.82,270,5,6.21
OBBI,1/31/17 2:00,57.2,76.82,280,4,6.21
OBBI,1/31/17 3:00,57.2,76.82,290,3,6.21
OBBI,1/31/17 4:00,57.2,76.82,270,3,6.21
OBBI,1/31/17 5:00,59,72.01,280,4,6.21
OBBI,1/31/17 6:00,62.6,67.75,M,2,6.21
OBBI,1/31/17 7:00,62.6,63.38,270,4,6.21
OBBI,1/31/17 8:00,64.4,63.6,90,5,6.21
OBBI,1/31/17 9:00,64.4,63.6,90,7,6.21
OBBI,1/31/17 10:00,64.4,63.6,110,8,6.21
OBBI,1/31/17 11:00,64.4,63.6,110,9,6.21
OBBI,1/31/17 12:00,64.4,63.6,110,9,6.21
OBBI,1/31/17 13:00,64.4,55.63,120,11,6.21
OBBI,1/31/17 14:00,66.2,48.83,120,8,6.21
OBBI,1/31/17 15:00,64.4,72.56,120,9,6.21
OBBI,1/31/17 16:00,64.4,77.45,120,10,6.21
OBBI,1/31/17 17:00,64.4,77.45,130,11,6.21
OBBI,1/31/17 18:00,64.4,77.45,130,7,6.21
OBBI,1/31/17 19:00,64.4,77.45,160,6,6.21
OBBI,1/31/17 20:00,64.4,72.56,150,6,6.21
OBBI,1/31/17 21:00,64.4,67.95,140,3,6.21
OBBI,1/31/17 22:00,64.4,72.56,140,6,6.21
OBBI,1/31/17 23:00,64.4,72.56,140,7,6.21
OBBI,2/1/17 0:00,64.4,67.95,140,5,6.21
OBBI,2/1/17 1:00,64.4,77.45,130,5,6.21
OBBI,2/1/17 2:00,64.4,72.56,130,7,6.21
OBBI,2/1/17 3:00,64.4,77.45,120,7,6.21
OBBI,2/1/17 4:00,64.4,82.62,130,8,6.21
OBBI,2/1/17 5:00,66.2,77.6,150,4,6.21
OBBI,2/1/17 6:00,66.2,77.6,240,5,6.21
OBBI,2/1/17 7:00,68,68.35,230,6,6.21
OBBI,2/1/17 8:00,68,59.97,280,9,3.73
OBBI,2/1/17 9:00,68,49.1,300,10,1.86
OBBI,2/1/17 10:00,66.2,45.6,310,9,2.17
OBBI,2/1/17 11:00,66.2,39.72,320,9,2.49
OBBI,2/1/17 12:00,66.2,45.6,310,13,3.11
OBBI,2/1/17 13:00,64.4,59.5,330,13,3.11
OBBI,2/1/17 14:00,64.4,63.6,320,14,4.35
OBBI,2/1/17 15:00,64.4,67.95,330,15,4.35
OBBI,2/1/17 16:00,64.4,67.95,320,16,5.59
OBBI,2/1/17 17:00,64.4,67.95,320,16,6.21
OBBI,2/1/17 18:00,64.4,67.95,320,17,6.21
OBBI,2/1/17 19:00,64.4,51.98,320,17,6.21
OBBI,2/1/17 20:00,62.6,63.38,320,19,6.21
OBBI,2/1/17 21:00,64.4,48.55,330,18,6.21
OBBI,2/1/17 22:00,64.4,48.55,330,16,6.21
OBBI,2/1/17 23:00,64.4,48.55,330,17,6.21
OBBI,2/2/17 0:00,64.4,51.98,320,19,6.21
OBBI,2/2/17 1:00,62.6,51.72,330,19,6.21
OBBI,2/2/17 2:00,60.8,51.45,330,17,6.21
OBBI,2/2/17 3:00,62.6,51.72,340,14,6.21
OBBI,2/2/17 4:00,62.6,48.28,340,15,6.21
OBBI,2/2/17 5:00,62.6,51.72,340,14,6.21
OBBI,2/2/17 6:00,62.6,51.72,340,12,6.21
OBBI,2/2/17 7:00,62.6,55.37,330,16,6.21
OBBI,2/2/17 8:00,62.6,59.26,330,18,6.21
OBBI,2/2/17 9:00,60.8,63.15,330,19,6.21
OBBI,2/2/17 10:00,60.8,55.12,330,19,6.21
OBBI,2/2/17 11:00,60.8,59.01,320,23,6.21
OBBI,2/2/17 12:00,60.8,55.12,320,25,6.21
OBBI,2/2/17 13:00,59,54.86,320,24,6.21
OBBI,2/2/17 14:00,57.2,54.6,320,23,6.21
OBBI,2/2/17 15:00,55.4,50.64,320,22,6.21
OBBI,2/2/17 16:00,55.4,50.64,320,21,6.21
OBBI,2/2/17 17:00,55.4,43.9,310,25,5.59
OBBI,2/2/17 18:00,53.6,37.67,310,26,3.73
OBBI,2/2/17 19:00,53.6,43.61,310,26,3.73
OBBI,2/2/17 20:00,53.6,37.67,310,23,4.35
OBBI,2/2/17 21:00,51.8,29.82,290,15,4.35
OBBI,2/2/17 22:00,51.8,27.62,290,17,6.21
OBBI,2/2/17 23:00,51.8,23.65,280,18,6.21
OBBI,2/3/17 0:00,50,27.33,290,16,6.21
OBBI,2/3/17 1:00,48.2,29.23,280,14,6.21
OBBI,2/3/17 2:00,48.2,36.78,280,15,6.21
OBBI,2/3/17 3:00,48.2,42.73,290,21,6.21
OBBI,2/3/17 4:00,46.4,49.24,290,20,4.97
OBBI,2/3/17 5:00,46.4,57,290,20,4.35
OBBI,2/3/17 6:00,48.2,53.27,290,21,3.11
OBBI,2/3/17 7:00,48.2,49.53,290,24,3.11
OBBI,2/3/17 8:00,50,49.81,290,24,2.49
OBBI,2/3/17 9:00,51.8,53.81,290,21,2.49
OBBI,2/3/17 10:00,55.4,37.97,320,27,4.97
OBBI,2/3/17 11:00,55.4,43.9,320,26,4.97
OBBI,2/3/17 12:00,55.4,40.84,320,26,5.59
OBBI,2/3/17 13:00,55.4,43.9,320,22,5.59
OBBI,2/3/17 14:00,53.6,46.88,310,22,5.59
OBBI,2/3/17 15:00,53.6,50.36,310,22,6.21
OBBI,2/3/17 16:00,53.6,58.02,310,20,6.21
OBBI,2/3/17 17:00,53.6,58.02,310,20,6.21
OBBI,2/3/17 18:00,53.6,58.02,320,16,6.21
OBBI,2/3/17 19:00,53.6,58.02,310,18,6.21
OBBI,2/3/17 20:00,53.6,58.02,310,18,6.21
OBBI,2/3/17 21:00,53.6,58.02,300,16,6.21
OBBI,2/3/17 22:00,51.8,61.99,310,16,6.21
OBBI,2/3/17 23:00,51.8,66.48,310,15,6.21
OBBI,2/4/17 0:00,53.6,58.02,320,13,6.21
OBBI,2/4/17 1:00,51.8,57.77,280,10,6.21
OBBI,2/4/17 2:00,51.8,53.81,280,10,6.21
OBBI,2/4/17 3:00,50,49.81,280,11,6.21
OBBI,2/4/17 4:00,50,53.54,280,9,6.21
OBBI,2/4/17 5:00,51.8,53.81,290,13,6.21
OBBI,2/4/17 6:00,53.6,50.36,290,17,6.21
OBBI,2/4/17 7:00,55.4,47.16,290,15,6.21
OBBI,2/4/17 8:00,55.4,43.9,300,18,6.21
OBBI,2/4/17 9:00,59,47.72,300,18,6.21
OBBI,2/4/17 10:00,59,51.18,310,19,6.21
OBBI,2/4/17 11:00,59,54.86,310,21,6.21
OBBI,2/4/17 12:00,59,54.86,310,20,6.21
OBBI,2/4/17 13:00,59,58.77,310,20,6.21
OBBI,2/4/17 14:00,57.2,62.69,310,16,6.21
OBBI,2/4/17 15:00,57.2,62.69,310,15,6.21
OBBI,2/4/17 16:00,55.4,58.27,300,15,6.21
OBBI,2/4/17 17:00,55.4,54.34,300,13,6.21
OBBI,2/4/17 18:00,55.4,47.16,300,13,6.21
OBBI,2/4/17 19:00,55.4,40.84,310,12,6.21
OBBI,2/4/17 20:00,55.4,43.9,310,11,6.21
OBBI,2/4/17 21:00,53.6,50.36,300,11,6.21
OBBI,2/4/17 22:00,53.6,54.07,300,10,6.21
OBBI,2/4/17 23:00,53.6,50.36,290,8,6.21
OBBI,2/5/17 0:00,53.6,50.36,280,8,6.21
OBBI,2/5/17 1:00,53.6,54.07,280,8,6.21
OBBI,2/5/17 2:00,51.8,61.99,270,7,6.21
OBBI,2/5/17 3:00,51.8,57.77,270,7,6.21
OBBI,2/5/17 4:00,53.6,54.07,270,8,6.21
OBBI,2/5/17 5:00,53.6,50.36,280,10,6.21
OBBI,2/5/17 6:00,55.4,47.16,290,11,6.21
OBBI,2/5/17 7:00,57.2,44.19,290,13,6.21
OBBI,2/5/17 8:00,57.2,44.19,290,13,6.21
OBBI,2/5/17 9:00,59,41.42,300,14,6.21
OBBI,2/5/17 10:00,59,44.47,290,13,6.21
OBBI,2/5/17 11:00,60.8,41.71,310,14,6.21
OBBI,2/5/17 12:00,60.8,48,320,11,6.21
OBBI,2/5/17 13:00,59,51.18,320,11,6.21
OBBI,2/5/17 14:00,59,54.86,340,10,6.21
OBBI,2/5/17 15:00,59,58.77,330,7,6.21
